co_posicao;sg_area;co_item;tx_gabarito;co_habilidade;in_item_aban;tx_motivo_aban;nu_param_a;nu_param_b;nu_param_c;tx_cor;co_prova;id;ano;cor;meio_aplicacao;num_questao;area;texto_questao;texto_base;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;tp_lingua;in_item_adaptado;tp_versao_digital
15;LC;59976;C;30.0;0;;3.49523;0.62543;0.17905;Amarela;512;15_LC_Amarela_512;2019.0;Amarela;PAPEL;15.0;LC; A rede é, antes de tudo, um instrumento de comunicação entre pessoas, um laço virtual em que as comunidades auxiliam seus membros a aprender o que querem saber. Os dados não representam senão a matéria-prima de um processo intelectual e social vivo, altamente elaborado. Enfim, toda inteligência coletiva do mundo jamais dispensará a inteligência pessoal, o esforço individual e o tempo necessário para aprender, pesquisar, avaliar e integrar-se a diversas comunidades, sejam elas virtuais ou não. A rede jamais pensará em seu lugar, fique tranquilo.LÉVY, P. A máquina universo : criação, cognição e cultura informática. Porto Alegre: Artmed, 1998.No contexto das novas tecnologias de informação e comunicação, a circulação de saberes depende daA otimização do tempo.B confiabilidade dos sites.C contribuição dos usuários.D quantidade de informação.E colaboração de intelectuais.; A rede é, antes de tudo, um instrumento de comunicação entre pessoas, um laço virtual em que as comunidades auxiliam seus membros a aprender o que querem saber. Os dados não representam senão a matéria-prima de um processo intelectual e social vivo, altamente elaborado. Enfim, toda inteligência coletiva do mundo jamais dispensará a inteligência pessoal, o esforço individual e o tempo necessário para aprender, pesquisar, avaliar e integrar-se a diversas comunidades, sejam elas virtuais ou não. A rede jamais pensará em seu lugar, fique tranquilo. LÉVY, P. A máquina universo : criação, cognição e cultura informática. Porto Alegre: Artmed, 1998. No contexto das novas tecnologias de informação e comunicação, a circulação de saberes depende da;rede é, antes de tudo, um instrumento de comunicação entre pessoas, um laço virtual em que as comunidades auxiliam seus membros a aprender o que querem saber. Os dados não representam senão a matéria-prima de um processo intelectual e social vivo, altamente elaborado. Enfim, toda inteligência coletiva do mundo jamais dispensará a inteligência pessoal, o esforço individual e o tempo necessário para aprender, pesquisar, avaliar e integrar-se a diversas comunidades, sejam elas virtuais ou não. A rede jamais pensará em seu lugar, fique tranquilo. LÉVY, P. A máquina universo : criação, cognição e cultura informática. Porto Alegre: Artmed, 1998. No contexto das novas tecnologias de informação e comunicação, a circulação de saberes depende da A otimização do tempo.;confiabilidade dos sites.;contribuição dos usuários.;quantidade de informação.;colaboração de intelectuais.;;0.0;
15;LC;87976;E;3.0;0;;1.1717;0.89862;0.25164;Amarela;552;15_LC_Amarela_552;2019.0;Amarela;PAPEL;15.0;LC; Disponível em: portal.pmf.sc.gov.br. Acesso em: 27 jun.As informações presentes na campanha contra o bullying evidenciam a intenção deA destacar as diferentes ofensas que ocorrem no ambiente escolar.B elencar os malefícios causados pelo bullying na vida de uma criança.C provocar uma reflexão sobre a violência física que acontece nas escolas.D denunciar a pouca atenção dada a crianças que sofrem bullying nas escolas.E alertar sobre a relação existente entre o bullying e determinadas brincadeiras.; Disponível em: portal.pmf.sc.gov.br. Acesso em: 27 jun. As informações presentes na campanha contra o bullying evidenciam a intenção de;destacar as diferentes ofensas que ocorrem no ambiente escolar.;elencar os malefícios causados pelo bullying na vida de uma criança.;provocar uma reflexão sobre a violência física que acontece nas escolas.;denunciar a pouca atenção dada a crianças que sofrem bullying nas escolas.;alertar sobre a relação existente entre o bullying e determinadas brincadeiras. ;;0.0;
15;LC;89317;E;28.0;0;;3.23142;-0.1884;0.16189;Rosa;513;15_LC_Rosa_513;2019.0;Rosa;PAPEL;15.0;LC; Expostos na web desde a gravidezMais da metade das mães e um terço dos pais ouvidos em uma pesquisa sobre compartilhamento paterno em mídias sociais discutem nas redes sociais sobre a educação dos filhos. Muitos são pais e mães de primeira viagem, frutos da geração Y (que nasceu junto com a internet) e usam esses canais para saberem que não estão sozinhos na empreitada de educar uma criança. Há, contudo, um risco no modo como as pessoas estão compartilhando essas experiências. É a chamada exposição parental exagerada, alertam os pesquisadores.De acordo com os especialistas no assunto, se você compartilha uma foto ou vídeo do seu filho pequeno fazendo algo ridículo, por achar engraçadinho, quando a criança tiver seus 11, 12 anos, pode se sentir constrangida. A autoconsciência vem com a idade.A exibição da privacidade dos filhos começa a assumir uma característica de linha do tempo e eles não participaram da aprovação ou recusa quanto à veiculação desses conteúdos. Assim, quando a criança cresce, sua privacidade pode já estar violada.OTONI, A. C. O Globo , 31 mar (adaptado).Sobre o compartilhamento parental excessivo em mídias sociais, o texto destaca como impacto o(a)A interferência das novas tecnologias na comunicação entre pais e filhos.B desatenção dos pais em relação ao comportamento dos filhos na internet.C distanciamento na relação entre pais e filhos provocado pelo uso das redes sociais.D fortalecimento das redes de relações decorrente da troca de experiências entre as famílias.E desrespeito à intimidade das crianças cujas imagens têm sido divulgadas nas redes sociais.; Expostos na web desde a gravidez Mais da metade das mães e um terço dos pais ouvidos em uma pesquisa sobre compartilhamento paterno em mídias sociais discutem nas redes sociais sobre a educação dos filhos. Muitos são pais e mães de primeira viagem, frutos da geração Y (que nasceu junto com a internet) e usam esses canais para saberem que não estão sozinhos na empreitada de educar uma criança. Há, contudo, um risco no modo como as pessoas estão compartilhando essas experiências. É a chamada exposição parental exagerada, alertam os pesquisadores. De acordo com os especialistas no assunto, se você compartilha uma foto ou vídeo do seu filho pequeno fazendo algo ridículo, por achar engraçadinho, quando a criança tiver seus 11, 12 anos, pode se sentir constrangida. A autoconsciência vem com a idade. A exibição da privacidade dos filhos começa a assumir uma característica de linha do tempo e eles não participaram da aprovação ou recusa quanto à veiculação desses conteúdos. Assim, quando a criança cresce, sua privacidade pode já estar violada. OTONI, A. C. O Globo , 31 mar (adaptado). Sobre o compartilhamento parental excessivo em mídias sociais, o texto destaca como impacto o(a);exibição da privacidade dos filhos começa a assumir uma característica de linha do tempo e eles não participaram da aprovação ou recusa quanto à veiculação desses conteúdos. Assim, quando a criança cresce, sua privacidade pode já estar violada. OTONI, A. C. O Globo , 31 mar (adaptado). Sobre o compartilhamento parental excessivo em mídias sociais, o texto destaca como impacto o(a) A interferência das novas tecnologias na comunicação entre pais e filhos.;desatenção dos pais em relação ao comportamento dos filhos na internet.;distanciamento na relação entre pais e filhos provocado pelo uso das redes sociais.;fortalecimento das redes de relações decorrente da troca de experiências entre as famílias.;desrespeito à intimidade das crianças cujas imagens têm sido divulgadas nas redes sociais. ;;0.0;
15;LC;118174;C;19.0;0;;3.99087;0.86875;0.1868;Azul;511;15_LC_Azul_511;2019.0;Azul;PAPEL;15.0;LC; O Instituto de Arte de Chicago disponibilizou para visualização on-line, compartilhamento ou download (sob licença Creative Commons), 44 mil imagens de obras de arte em altíssima resolução, além de livros, estudos e pesquisas sobre a história da arte.Para o historiador da arte, Bendor Grosvenor, o sucesso das coleções on-line de acesso aberto, além de democratizar a arte, vem ajudando a formar um novo público museológico. Grosvenor acredita que quanto mais pessoas forem expostas à arte on-line, mais visitas pessoais acontecerão aos museus.A coleção está disponível em seis categorias: paisagens urbanas, impressionismo, essenciais, arte africana, moda e animais. Também é possível pesquisar pelo nome da obra, estilo, autor ou período. Para navegar pela imagem em alta definição, basta clicar sobre ela e utilizar a ferramenta de zoom. Para fazer o download, disponível para obras de domínio público, é preciso utilizar a seta localizada do lado inferior direito da imagem.Disponível em: www.revistabula.com.  Acesso em: 5 dez. 2018 (adaptado).A função da linguagem que predomina nesse texto se caracteriza porA evidenciar a subjetividade da reportagem com base na fala do historiador de arte.B convencer o leitor a fazer o acesso on-line, levando-o a conhecer as obras de arte.C informar sobre o acesso às imagens por meio da descrição do modo como acessá-las.D estabelecer interlocução com o leitor, orientando-o a fazer o download das obras de arte.E enaltecer a arte, buscando popularizá-la por meio da possibilidade de visualização on-line.; O Instituto de Arte de Chicago disponibilizou para visualização on-line, compartilhamento ou download (sob licença Creative Commons), 44 mil imagens de obras de arte em altíssima resolução, além de livros, estudos e pesquisas sobre a história da arte. Para o historiador da arte, Bendor Grosvenor, o sucesso das coleções on-line de acesso aberto, além de democratizar a arte, vem ajudando a formar um novo público museológico. Grosvenor acredita que quanto mais pessoas forem expostas à arte on-line, mais visitas pessoais acontecerão aos museus. A coleção está disponível em seis categorias: paisagens urbanas, impressionismo, essenciais, arte africana, moda e animais. Também é possível pesquisar pelo nome da obra, estilo, autor ou período. Para navegar pela imagem em alta definição, basta clicar sobre ela e utilizar a ferramenta de zoom. Para fazer o download, disponível para obras de domínio público, é preciso utilizar a seta localizada do lado inferior direito da imagem. Disponível em: www.revistabula.com. Acesso em: 5 dez. 2018 (adaptado). A função da linguagem que predomina nesse texto se caracteriza por;coleção está disponível em seis categorias: paisagens urbanas, impressionismo, essenciais, arte africana, moda e animais. Também é possível pesquisar pelo nome da obra, estilo, autor ou período. Para navegar pela imagem em alta definição, basta clicar sobre ela e utilizar a ferramenta de zoom. Para fazer o download, disponível para obras de domínio público, é preciso utilizar a seta localizada do lado inferior direito da imagem. Disponível em: www.revistabula.com. Acesso em: 5 dez. 2018 (adaptado). A função da linguagem que predomina nesse texto se caracteriza por A evidenciar a subjetividade da reportagem com base na fala do historiador de arte.;convencer o leitor a fazer o acesso on-line, levando-o a conhecer as obras de arte.;informar sobre o acesso às imagens por meio da descrição do modo como acessá-las.;estabelecer interlocução com o leitor, orientando-o a fazer o download das obras de arte.;enaltecer a arte, buscando popularizá-la por meio da possibilidade de visualização on-line. ;;0.0;
16;LC;23833;C;20.0;0;;3.34117;0.44968;0.20117;Amarela;512;16_LC_Amarela_512;2019.0;Amarela;PAPEL;16.0;LC; TEXTO IEstratosNa passagem de uma língua para outra, algo sempre permanece, mesmo que não haja ninguém para se lembrar desse algo. Pois um idioma retém em si mais memórias que os seus falantes e, como uma chapa mineral marcada por camadas de uma história mais antiga do que aquela dos seres viventes, inevitavelmente carrega em si a impressão das eras pelas quais passou. Se as “línguas são arquivos da história”, elas carecem de livros de registro e catálogos. Aquilo que contêm pode apenas ser consultado em parte, fornecendo ao pesquisador menos os elementos de uma biografia do que um estudo geológico de uma sedimentação realizada em um período sem começo ou sem fim definido.HELLER-ROAZEN, D. Ecolalias: sobre o esquecimento das línguas. Campinas: Unicamp, 2010.TEXTO IINa reflexão gramatical dos séculos XVI e XVII, a influência árabe aparece pontualmente, e se reveste sobretudo de item bélico fundamental na atribuição de rudeza aos idiomas português e castelhano por seus respectivos detratores. Parecer com o árabe, assim, é uma acusação de dessemelhança com o latim.SOUZA, M. P. Linguística histórica.   Campinas: Unicamp, 2006.Relacionando-se as ideias dos textos a respeito da história e memória das línguas, quanto à formação da língua portuguesa, constata-se queA a presença de elementos de outras línguas no português foi historicamente avaliada como um índice de riqueza.B o estudioso da língua pode identificar com precisão os elementos deixados por outras línguas na transformação da língua portuguesa.C o português é o resultado da influência de outras línguas no passado e carrega marcas delas em suas múltiplas camadas.D o árabe e o latim estão na formação escolar e na memória dos falantes brasileiros.E a influência de outras línguas no português ocorreu de maneira uniforme ao longo da história.  ; TEXTO I Estratos Na passagem de uma língua para outra, algo sempre permanece, mesmo que não haja ninguém para se lembrar desse algo. Pois um idioma retém em si mais memórias que os seus falantes e, como uma chapa mineral marcada por camadas de uma história mais antiga do que aquela dos seres viventes, inevitavelmente carrega em si a impressão das eras pelas quais passou. Se as “línguas são arquivos da história”, elas carecem de livros de registro e catálogos. Aquilo que contêm pode apenas ser consultado em parte, fornecendo ao pesquisador menos os elementos de uma biografia do que um estudo geológico de uma sedimentação realizada em um período sem começo ou sem fim definido. HELLER-ROAZEN, D. Ecolalias: sobre o esquecimento das línguas. Campinas: Unicamp, 2010. TEXTO II Na reflexão gramatical dos séculos XVI e XVII, a influência árabe aparece pontualmente, e se reveste sobretudo de item bélico fundamental na atribuição de rudeza aos idiomas português e castelhano por seus respectivos detratores. Parecer com o árabe, assim, é uma acusação de dessemelhança com o latim. SOUZA, M. P. Linguística histórica. Campinas: Unicamp, 2006. Relacionando-se as ideias dos textos a respeito da história e memória das línguas, quanto à formação da língua portuguesa, constata-se que;a presença de elementos de outras línguas no português foi historicamente avaliada como um índice de riqueza.;o estudioso da língua pode identificar com precisão os elementos deixados por outras línguas na transformação da língua portuguesa.;o português é o resultado da influência de outras línguas no passado e carrega marcas delas em suas múltiplas camadas.;o árabe e o latim estão na formação escolar e na memória dos falantes brasileiros.;a influência de outras línguas no português ocorreu de maneira uniforme ao longo da história. ;;0.0;
16;LC;68112;C;18.0;0;;1.88505;1.10658;0.25939;Branca;553;16_LC_Branca_553;2019.0;Branca;PAPEL;16.0;LC; Menino de cidade — Papai, você deixa eu ter um cachorro no meu sítio? — Deixo. — E um porquinho-da-índia? E ariranha? E macaco e quatro cabritos? E duzentos e vinte pombas? E um boi? E vaca?  E rinoceronte? — Rinoceronte não pode. — Tá bem, mas cavalo pode, não pode? O sítio é apenas um terreno no estado do Rio sem maiores perspectivas imediatas. Mas o garoto precisa acreditar no sítio como outras pessoas precisam acreditar no céu. O céu dele é exatamente o da festa folclórica, a bicharada toda e ele, que nasceu no Rio e vive nesta cidade sem animais.CAMPOS, P. M. Balé do pato e outras crônicas.  São Paulo: Ática, 1988.Nessa crônica, a repetição de estruturas sintáticas, além de fazer o texto progredir, ainda contribui para a construção de seu sentido,A demarcando o diálogo desenvolvido entre o pai e o menino criado na cidade.B opondo a cidade sem animais a um sítio habitado por várias espécies diferentes.C revelando a ansiedade do menino em relação aos bichos que poderia ter em seu sítio.D pondo em foco os animais como temática central da história narrada nessa prosa ficcional.E indicando a falta de ânimo do pai, sem maiores perspectivas futuras em relação ao terreno.  ; Menino de cidade — Papai, você deixa eu ter um cachorro no meu sítio? — Deixo. — E um porquinho-da-índia? E ariranha? E macaco e quatro cabritos? E duzentos e vinte pombas? E um boi? E vaca? E rinoceronte? — Rinoceronte não pode. — Tá bem, mas cavalo pode, não pode? O sítio é apenas um terreno no estado do Rio sem maiores perspectivas imediatas. Mas o garoto precisa acreditar no sítio como outras pessoas precisam acreditar no céu. O céu dele é exatamente o da festa folclórica, a bicharada toda e ele, que nasceu no Rio e vive nesta cidade sem animais. CAMPOS, P. M. Balé do pato e outras crônicas. São Paulo: Ática, 1988. Nessa crônica, a repetição de estruturas sintáticas, além de fazer o texto progredir, ainda contribui para a construção de seu sentido,;demarcando o diálogo desenvolvido entre o pai e o menino criado na cidade.;opondo a cidade sem animais a um sítio habitado por várias espécies diferentes.;revelando a ansiedade do menino em relação aos bichos que poderia ter em seu sítio.;pondo em foco os animais como temática central da história narrada nessa prosa ficcional.;rinoceronte? — Rinoceronte não pode. — Tá bem, mas cavalo pode, não pode? O sítio é apenas um terreno no estado do Rio sem maiores perspectivas imediatas. Mas o garoto precisa acreditar no sítio como outras pessoas precisam acreditar no céu. O céu dele é exatamente o da festa folclórica, a bicharada toda e ele, que nasceu no Rio e vive nesta cidade sem animais. CAMPOS, P. M. Balé do pato e outras crônicas. São Paulo: Ática, 1988. Nessa crônica, a repetição de estruturas sintáticas, além de fazer o texto progredir, ainda contribui para a construção de seu sentido, A demarcando o diálogo desenvolvido entre o pai e o menino criado na cidade. B opondo a cidade sem animais a um sítio habitado por várias espécies diferentes. C revelando a ansiedade do menino em relação aos bichos que poderia ter em seu sítio. D pondo em foco os animais como temática central da história narrada nessa prosa ficcional. E indicando a falta de ânimo do pai, sem maiores perspectivas futuras em relação ao terreno. ;;0.0;
16;LC;76167;D;1.0;0;;1.82086;0.2283;0.00715;Azul;511;16_LC_Azul_511;2019.0;Azul;PAPEL;16.0;LC; Ed Mort só vaiMort. Ed Mort. Detetive particular. Está na plaqueta. Tenho um escritório numa galeria de Copacabana entre um fliperama e uma loja de carimbos. Dá só para o essencial, um telefone mudo e um cinzeiro. Mas insisto numa mesa e numa cadeira. Apesar do protesto das baratas. Elas não vencerão. Comprei um jogo de máscaras.  No meu trabalho o disfarce é essencial. Para escapar dos credores. Outro dia entrei na sala e vi a cara do King Kong andando pelo chão. As baratas estavam roubando as máscaras. Espisoteei meia dúzia. As outras atacaram a mesa. Consegui salvar a minha Bic e o jornal. O jornal era novo, tinha só uma semana. Mas elas levaram a agenda. Saí ganhando. A agenda estava em branco. Meu último caso fora com a funcionária do Erótica, a primeira ótica da cidade com balconista topless. Acabara mal. Mort. Ed Mort. Está na plaqueta.VERISSIMO, L. F. Ed Mort : todas as histórias.  Porto Alegre: L&PM, 1997 (adaptado).Nessa crônica, o efeito de humor é basicamente construído por umaA segmentação de enunciados baseada na descrição dos hábitos do personagem.B ordenação dos constituintes oracionais na qual se destaca o núcleo verbal.C estrutura composicional caracterizada pelo arranjo singular dos períodos.D sequenciação narrativa na qual se articulam eventos absurdos.E seleção lexical na qual predominam informações redunda ntes.  ; Ed Mort só vai Mort. Ed Mort. Detetive particular. Está na plaqueta. Tenho um escritório numa galeria de Copacabana entre um fliperama e uma loja de carimbos. Dá só para o essencial, um telefone mudo e um cinzeiro. Mas insisto numa mesa e numa cadeira. Apesar do protesto das baratas. Elas não vencerão. Comprei um jogo de máscaras. No meu trabalho o disfarce é essencial. Para escapar dos credores. Outro dia entrei na sala e vi a cara do King Kong andando pelo chão. As baratas estavam roubando as máscaras. Espisoteei meia dúzia. As outras atacaram a mesa. Consegui salvar a minha Bic e o jornal. O jornal era novo, tinha só uma semana. Mas elas levaram a agenda. Saí ganhando. A agenda estava em branco. Meu último caso fora com a funcionária do Erótica, a primeira ótica da cidade com balconista topless. Acabara mal. Mort. Ed Mort. Está na plaqueta. VERISSIMO, L. F. Ed Mort : todas as histórias. Porto Alegre: L&PM, 1997 (adaptado). Nessa crônica, o efeito de humor é basicamente construído por uma;segmentação de enunciados baseada na descrição dos hábitos do personagem.;ordenação dos constituintes oracionais na qual se destaca o núcleo verbal.;estrutura composicional caracterizada pelo arranjo singular dos períodos.;sequenciação narrativa na qual se articulam eventos absurdos.;seleção lexical na qual predominam informações redunda ntes. ;;0.0;
16;LC;85630;C;11.0;0;;3.01058;0.26885;0.1495;Amarela;552;16_LC_Amarela_552;2019.0;Amarela;PAPEL;16.0;LC; Há casais que jogam com os sonhos como se jogassem tênis. Ficam à espera do momento certo para a cortada. O jogo de tênis é assim: recebe-se o sonho do outro para destruí-lo, arrebentá-lo como bolha de sabão. O que se busca é ter razão e o que se ganha é o distanciamento. Aqui, quem ganha, sempre perde.Já no frescobol é diferente. O sonho do outro é um brinquedo que deve ser preservado, pois sabe-se que, se é sonho, é coisa delicada, do coração. Assim cresce o amor. Ninguém ganha para que os dois ganhem.  E se deseja então que o outro viva sempre, eternamente, para que o jogo nunca tenha fim…ALVES, R. Tênis X Frescobol. As melhores crônicas de Rubem Alves. Campinas: Papirus, 2012.O texto de Rubem Alves faz uma analogia entre dois jogos que utilizam raquetes e as diferentes formas de as pessoas se relacionarem afetivamente, de modo queA o tênis indica um jogo em que a cooperação predomina, o que representa o distanciamento na relação entre as pessoas.B o tênis indica um jogo em que a competição é predominante, o que representa um sonho comum no relacionamento entre pessoas.C o frescobol indica um jogo em que a cooperação prevalece, o que simboliza o compartilhamento de sonhos entre as pessoas no relacionamento.D o frescobol indica um jogo em que a competição prevalece, o que simboliza um relacionamento em que uma pessoa busca destruir o sonho da outra.E o frescobol e o tênis indicam, respectivamente, situações de competição e cooperação, o que ilustra os diferentes sonhos das pessoas no relacionamento.; Há casais que jogam com os sonhos como se jogassem tênis. Ficam à espera do momento certo para a cortada. O jogo de tênis é assim: recebe-se o sonho do outro para destruí-lo, arrebentá-lo como bolha de sabão. O que se busca é ter razão e o que se ganha é o distanciamento. Aqui, quem ganha, sempre perde. Já no frescobol é diferente. O sonho do outro é um brinquedo que deve ser preservado, pois sabe-se que, se é sonho, é coisa delicada, do coração. Assim cresce o amor. Ninguém ganha para que os dois ganhem. E se deseja então que o outro viva sempre, eternamente, para que o jogo nunca tenha fim… ALVES, R. Tênis X Frescobol. As melhores crônicas de Rubem Alves. Campinas: Papirus, 2012. O texto de Rubem Alves faz uma analogia entre dois jogos que utilizam raquetes e as diferentes formas de as pessoas se relacionarem afetivamente, de modo que;o tênis indica um jogo em que a cooperação predomina, o que representa o distanciamento na relação entre as pessoas.;o tênis indica um jogo em que a competição é predominante, o que representa um sonho comum no relacionamento entre pessoas.;o frescobol indica um jogo em que a cooperação prevalece, o que simboliza o compartilhamento de sonhos entre as pessoas no relacionamento.;o frescobol indica um jogo em que a competição prevalece, o que simboliza um relacionamento em que uma pessoa busca destruir o sonho da outra.;se deseja então que o outro viva sempre, eternamente, para que o jogo nunca tenha fim… ALVES, R. Tênis X Frescobol. As melhores crônicas de Rubem Alves. Campinas: Papirus, 2012. O texto de Rubem Alves faz uma analogia entre dois jogos que utilizam raquetes e as diferentes formas de as pessoas se relacionarem afetivamente, de modo que A o tênis indica um jogo em que a cooperação predomina, o que representa o distanciamento na relação entre as pessoas. B o tênis indica um jogo em que a competição é predominante, o que representa um sonho comum no relacionamento entre pessoas. C o frescobol indica um jogo em que a cooperação prevalece, o que simboliza o compartilhamento de sonhos entre as pessoas no relacionamento. D o frescobol indica um jogo em que a competição prevalece, o que simboliza um relacionamento em que uma pessoa busca destruir o sonho da outra. E o frescobol e o tênis indicam, respectivamente, situações de competição e cooperação, o que ilustra os diferentes sonhos das pessoas no relacionamento.;;0.0;
16;LC;86496;C;30.0;0;;2.30147;0.21937;0.08452;Rosa;513;16_LC_Rosa_513;2019.0;Rosa;PAPEL;16.0;LC; O projeto DataViva consiste na oferta de dados oficiais sobre exportações, atividades econômicas, localidades e ocupações profissionais de todo o Brasil. Num primeiro momento, o DataViva construiu uma ferramenta que permitia a análise da economia mineira embasada por essa perspectiva metodológica complexa e diversa. No entanto, diante das possibilidades oferecidas pelas bases de dados trabalhadas, a plataforma evoluiu para um sistema mais completo. De maneira interativa e didática, o usuário é guiado por meio das diversas formas de navegação dos aplicativos. Além de informações sobre os produtos exportados, bem como acerca do volume das exportações em cada um dos estados e municípios do País, em poucos cliques, o interessado pode conhecer melhor o perfil da população, o tipo de atividade desenvolvida, as ocupações formais e a média salarial por categoria.MANTOVANI, C. A. Guardião de informaçõ es. Minas faz Ciência,  n. 58, jun.-jul.-ago.  (adaptado).Entre as novas possibilidades promovidas pelo desenvolvimento de novas tecnologias, o texto destaca aA auditoria das ações de governo.B publicidade das entidades públicas.C obtenção de informações estratégicas.D disponibilidade de ambientes coletivos.E comunicação entre órgãos administrativos.; O projeto DataViva consiste na oferta de dados oficiais sobre exportações, atividades econômicas, localidades e ocupações profissionais de todo o Brasil. Num primeiro momento, o DataViva construiu uma ferramenta que permitia a análise da economia mineira embasada por essa perspectiva metodológica complexa e diversa. No entanto, diante das possibilidades oferecidas pelas bases de dados trabalhadas, a plataforma evoluiu para um sistema mais completo. De maneira interativa e didática, o usuário é guiado por meio das diversas formas de navegação dos aplicativos. Além de informações sobre os produtos exportados, bem como acerca do volume das exportações em cada um dos estados e municípios do País, em poucos cliques, o interessado pode conhecer melhor o perfil da população, o tipo de atividade desenvolvida, as ocupações formais e a média salarial por categoria. MANTOVANI, C. A. Guardião de informaçõ es. Minas faz Ciência, n. 58, jun.-jul.-ago. (adaptado).Entre as novas possibilidades promovidas pelo desenvolvimento de novas tecnologias, o texto destaca a;auditoria das ações de governo.;publicidade das entidades públicas.;obtenção de informações estratégicas.;disponibilidade de ambientes coletivos.;comunicação entre órgãos administrativos. ;;0.0;
16;LC;118134;A;26.0;0;;3.34867;1.04002;0.20217;Branca;514;16_LC_Branca_514;2019.0;Branca;PAPEL;16.0;LC; Antes de Roma ser fundada, as colinas de Alba eram ocupadas por tribos latinas, que dividiam o ano de acordo com seus deuses. Os romanos adaptaram essa estrutura. No princípio dessa civilização o ano tinha dez meses e começava por Martius (atual março). Os outros dois teriam sido acrescentados por Numa Pompílio, o segundo rei de Roma.Até Júlio César reformar o calendário local, os meses eram lunares, mas as festas em homenagem aos deuses permaneciam designadas pelas estações. O descompasso de dez dias por ano fazia com que, em todos os triênios, um décimo terceiro mês, o Intercalaris, tivesse que ser enxertado. Com a ajuda de matemáticos do Egito emprestados por Cleópatra, Júlio César acabou com a bagunça ao estabelecer o seguinte calendário solar: Januarius, Februarius, Martius, Aprilis, Maius, Junius, Quinctilis, Sextilis, September, October, November e December. Quase igual ao nosso, com as diferenças de que Quinctilis e Sextilis deram origem aos meses de julho e agosto.Disponível em: https:aventurasnahistoria.uol.com.br.  Acesso em: 8 dez. 2018.Considerando as informações no texto e aspectos históricos da formação da língua, a atual escrita dos meses do ano em portuguêsA reflete a origem latina de nossa língua.B decorre de uma língua falada no Egito antigo.C tem como base um calendário criado por Cleópatra.D segue a reformulação da norma da língua proposta por Júlio César.E resulta da padronização do calendário antes da fundação de Roma.; Antes de Roma ser fundada, as colinas de Alba eram ocupadas por tribos latinas, que dividiam o ano de acordo com seus deuses. Os romanos adaptaram essa estrutura. No princípio dessa civilização o ano tinha dez meses e começava por Martius (atual março). Os outros dois teriam sido acrescentados por Numa Pompílio, o segundo rei de Roma. Até Júlio César reformar o calendário local, os meses eram lunares, mas as festas em homenagem aos deuses permaneciam designadas pelas estações. O descompasso de dez dias por ano fazia com que, em todos os triênios, um décimo terceiro mês, o Intercalaris, tivesse que ser enxertado. Com a ajuda de matemáticos do Egito emprestados por Cleópatra, Júlio César acabou com a bagunça ao estabelecer o seguinte calendário solar: Januarius, Februarius, Martius, Aprilis, Maius, Junius, Quinctilis, Sextilis, September, October, November e December. Quase igual ao nosso, com as diferenças de que Quinctilis e Sextilis deram origem aos meses de julho e agosto. Disponível em: https:aventurasnahistoria.uol.com.br. Acesso em: 8 dez. 2018. Considerando as informações no texto e aspectos históricos da formação da língua, a atual escrita dos meses do ano em português;reflete a origem latina de nossa língua.;decorre de uma língua falada no Egito antigo.;tem como base um calendário criado por Cleópatra.;segue a reformulação da norma da língua proposta por Júlio César.;resulta da padronização do calendário antes da fundação de Roma. ;;0.0;
17;LC;89874;A;10.0;0;;2.50294;-0.16837;0.05346;Branca;514;17_LC_Branca_514;2019.0;Branca;PAPEL;17.0;LC;" No Brasil, a disseminação de uma expectativa de corpo com base na estética da magreza é bastante grande e apresenta uma enorme repercussão, especialmente, se considerada do ponto de vista da realização pessoal. Em pesquisa feita na cidade de São Paulo, aparecem os percentuais de 90% entre as mulheres pesquisadas que se dizem preocupadas com seu peso corporal, sendo que 95% se sentem insatisfeitas com “seu próprio corpo”.SILVA, A. M. Corpo, ciência e mercado : reflexões acerca da gestação de um novo arquétipo da felicidade. Campinas: Autores Associados; Florianópolis: UFSC, 2001.A preocupação excessiva com o “peso” corporal pode provocar o desenvolvimento de distúrbios associados diretamente à imagem do corpo, tais comoA anorexia e bulimia.B ortorexia e vigorexia.C ansiedade e depressão.D sobrepeso e fobia social.E sedentarismo e obesidade.";" No Brasil, a disseminação de uma expectativa de corpo com base na estética da magreza é bastante grande e apresenta uma enorme repercussão, especialmente, se considerada do ponto de vista da realização pessoal. Em pesquisa feita na cidade de São Paulo, aparecem os percentuais de 90% entre as mulheres pesquisadas que se dizem preocupadas com seu peso corporal, sendo que 95% se sentem insatisfeitas com “seu próprio corpo”. SILVA, A. M. Corpo, ciência e mercado : reflexões acerca da gestação de um novo arquétipo da felicidade. Campinas: Autores Associados; Florianópolis: UFSC, 2001. A preocupação excessiva com o “peso” corporal pode provocar o desenvolvimento de distúrbios associados diretamente à imagem do corpo, tais como";preocupação excessiva com o “peso” corporal pode provocar o desenvolvimento de distúrbios associados diretamente à imagem do corpo, tais como A anorexia e bulimia.;ortorexia e vigorexia.;ansiedade e depressão.;sobrepeso e fobia social.;sedentarismo e obesidade.;;0.0;
